pmid,title,journal,date
30599479,Early-life exposure to endocrine disrupting chemicals associates with childhood obesity,Ann Pediatr Endocrinol Metab,2019/01/03
32018941,Pilot study of global endocrine disrupting activity in Iowa public drinking water utilities using cell-based assays,Sci Total Environ,2020/02/06
31892995,Assessing the endocrine disrupting potentials and genotoxicity in environmental samples from Taiwanese rivers,Genes Environ,2020/01/02
31705216,Blood levels of endocrine-disrupting metals and prevalent breast cancer among US women,Med Oncol,2019/11/10
15773293,[Exposure to endocrine disrupting chemicals and human health: a review of epidemiological studies focused on hypospadias and cryptorchidism],Nihon Eiseigaku Zasshi,2005/03/19
35351618,Endocrine disrupting effects induced by levonorgestrel linked to altered DNA methylation in rare minnow (Gobiocypris rarus),Comp Biochem Physiol C Toxicol Pharmacol,2022/03/30
24728544,Monitoring endocrine disrupting compounds and estrogenic activity in tap water from Central Spain,Environ Sci Pollut Res Int,2014/04/15
22049803,[Impact of endocrine disrupting chemicals on semen quality],Zhonghua Nan Ke Xue,2011/11/05
24211603,Endocrine disrupting chemicals affect the gonadotropin releasing hormone neuronal network,Reprod Toxicol,2013/11/12
31127511,Ecological risks of phenolic endocrine disrupting compounds in an urban tropical river,Environ Sci Pollut Res Int,2019/05/26
34918738,Crystal structure of endocrine-disrupting chemical bisphenol A and estrogen-related receptor γ,J Biochem,2021/12/17
12216998,Potential effects of certain persistent organic pollutants and endocrine disrupting chemicals on the health of children,J Toxicol Clin Toxicol,2002/09/10
36232284,Cocktail Effect of Endocrine Disrupting Chemicals: Application to Chlorpyrifos in Lavender Essential Oils,Int J Environ Res Public Health,2022/10/14
17007890,Parasitism as a source of potential distortion in studies on endocrine disrupting chemicals in molluscs,Mar Pollut Bull,2006/09/30
31812676,Untangling the association between environmental endocrine disruptive chemicals and the etiology of male genitourinary cancers,Biochem Pharmacol,2019/12/09
28645760,Effects of endocrine disrupting chemicals (EDCs) on bacterial communities in mangrove sediments,Mar Pollut Bull,2017/06/25
27616055,Identification of Endocrine Disrupting Chemicals using a Virus-Based Colorimetric Sensor,Chem Asian J,2016/09/13
33162212,Structural and functional analysis of the inhibition of equine glutathione transferase A3-3 by organotin endocrine disrupting pollutants,Environ Pollut,2020/11/09
27523983,Determination of endocrine-disrupting chemicals in human milk by dispersive liquid-liquid microextraction,Bioanalysis,2016/08/16
18226071,Endocrine disruptors and abnormalities of pubertal development,Basic Clin Pharmacol Toxicol,2008/01/30
30392172,Uptake of endocrine-disrupting chemicals by quagga mussels (Dreissena bugensis) in an urban-impacted aquatic ecosystem,Environ Sci Pollut Res Int,2018/11/05
16890221,Sexual dimorphic responses in wildlife exposed to endocrine disrupting chemicals,Environ Res,2006/08/08
27002602,Enantioselective endocrine disrupting effects of omeprazole studied in the H295R cell assay and by molecular modeling,Toxicol In Vitro,2016/03/23
33190914,DEDuCT 2.0: An updated knowledgebase and an exploration of the current regulations and guidelines from the perspective of endocrine disrupting chemicals,Chemosphere,2020/11/16
22319671,Endocrine disrupting chemicals: Multiple effects on testicular signaling and spermatogenesis,Spermatogenesis,2012/02/10
33659939,Recent advances in understanding endocrine disruptors: DDT and related compounds,Fac Rev,2021/03/04
34634343,Extensive rain events have a more substantial impact than advanced effluent treatment on the endocrine-disrupting activity in an effluent-dominated small river,Sci Total Environ,2021/10/11
30006252,Endocrine Disruption: Current approaches for regulatory testing and assessment of plant protection products are fit for purpose,Toxicol Lett,2018/07/15
30708315,Removal of seven endocrine disrupting chemicals (EDCs) from municipal wastewater effluents by a freshwater green alga,Environ Pollut,2019/02/02
30578470,Pharmacologic and Environmental Endocrine Disruptors in the Pathogenesis of Hypospadias: a Review,Curr Environ Health Rep,2018/12/23
35022983,Effects of perinatal exposure to endocrine-disrupting chemicals on the reproductive system of F3 generation male rodents: a meta-analysis,Environ Sci Pollut Res Int,2022/01/13
33297136,A multi-residue method for determining twenty-four endocrine disrupting chemicals in vegetables and fruits using ultrasound-assisted solid-liquid extraction and continuous solid-phase extraction,Chemosphere,2020/12/10
32922363,A Cell-Based Method to Detect Agonist and Antagonist Activities of Endocrine-Disrupting Chemicals on GPER,Front Endocrinol (Lausanne),2020/09/14
35085884,Integrated assessment of endocrine disrupting potential of four novel brominated flame retardants,Ecotoxicol Environ Saf,2022/01/27
35245589,The abundance of endocrine-disrupting chemicals (EDCs) in downstream of the Bengawan Solo and Brantas rivers located in Indonesia,Chemosphere,2022/03/04
34444624,Development of a Human Estrogen Receptor Dimerization Assay for the Estrogenic Endocrine-Disrupting Chemicals Using Bioluminescence Resonance Energy Transfer,Int J Environ Res Public Health,2021/08/27
35182112,Detection of multiple endocrine-disrupting chemicals in milk: Improved and safe high performance liquid chromatography tandem mass spectrometry method,J Sep Sci,2022/02/19
28735545,Evaluation of Endocrine Disrupting Compounds Migration in Household Food Containers under Domestic Use Conditions,J Agric Food Chem,2017/07/25
31769794,Development of a Multiresidue Method for Endocrine-Disrupting Pesticides by Solid Phase Extraction and Determination by UHPLC-MS/MS from Drinking Water Samples,J Chromatogr Sci,2019/11/27
35324771,Exposure to Endocrine Disrupting Chemicals in Canada: Population-Based Estimates of Disease Burden and Economic Costs,Toxics,2022/03/24
33486254,Fabrication of thermoresponsive metal-organic nanotube sponge and its application on the adsorption of endocrine-disrupting compounds and pharmaceuticals/personal care products: Experiment and molecular simulation study,Environ Pollut,2021/01/24
18419200,"Occurrence of endocrine-disrupting pesticide residues in wetland sediments from Beijing, China",Environ Toxicol Chem,2008/04/19
36099359,Simultaneous determination of 31 endocrine disrupting chemicals in fish plasma by solid-phase extraction coupled with ultra-performance liquid chromatography-tandem mass spectrometry,J Sep Sci,2022/09/13
33124241,"[Risk Ranking of Endocrine Disrupting Compounds, Pharmaceuticals, and Personal Care Products in the Aquatic Environment of the Yangtze River Basin]",Huan Jing Ke Xue,2020/10/30
24971790,Endocrine-disrupting effects and reproductive toxicity of low dose MCLR on male frogs (Rana nigromaculata) in vivo,Aquat Toxicol,2014/06/28
35478061,Ambient air emissions of endocrine-disrupting metals and the incidence of hormone receptor- and HER2-dependent female breast cancer in USA,Med Oncol,2022/04/28
19115521,The influence of endocrine disruptors on pubertal timing,Curr Opin Endocrinol Diabetes Obes,2009/01/01
17235670,Endocrine disruption in aquatic insects: a review,Ecotoxicology,2007/01/20
35093649,Assessment of migrating endocrine-disrupting chemicals in bottled acidic juice using type UVM-7 mesoporous silica modified with cyclodextrin,Food Chem,2022/01/30
31610510,In vitro and in vivo endocrine disrupting effects of the azole fungicides triticonazole and flusilazole,Environ Pollut,2019/10/15
28794470,Endocrine disruptors induce perturbations in endoplasmic reticulum and mitochondria of human pluripotent stem cell derivatives,Nat Commun,2017/08/11
34068704,"Validation and Use of an Accurate, Sensitive Method for Sample Preparation and Gas Chromatography-Mass Spectrometry Determination of Different Endocrine-Disrupting Chemicals in Dairy Products",Foods,2021/06/02
30754206,Endocrine-disrupting chemicals can reduce male fertility,Expert Rev Endocrinol Metab,2019/02/14
31472086,Emerging pollutants-Part II: Treatment,Water Environ Res,2019/09/01
28805534,Health behaviors related to endocrine-disrupting chemicals and the associated factors of adolescent Korean girls,Women Health,2017/08/15
27208783,Assessment of the endocrine-disrupting effects of short-chain chlorinated paraffins in in vitro models,Environ Int,2016/05/22
20872646,Environmental effect assessment for sexual endocrine-disrupting chemicals: Fish testing strategy,Integr Environ Assess Manag,2010/09/28
28454762,Accumulation of endocrine disrupting chemicals in the liver of Diplodus sargus sargus in Torre Guaceto Natural Reserve,Mar Pollut Bull,2017/04/30
12458927,Recent advances in the mass spectrometric analysis related to endocrine disrupting compounds in aquatic environmental samples,J Chromatogr A,2002/12/03
30683363,Determination of 17 potential endocrine-disrupting chemicals in human saliva by dispersive liquid-liquid microextraction and liquid chromatography-tandem mass spectrometry,Talanta,2019/01/27
30761335,Screening data for the endocrine disrupting activities of 583 chemicals using the yeast two-hybrid assay,Data Brief,2019/02/15
34509768,"Occurrence and distribution of endocrine disrupting chemicals and pharmaceuticals in the river Bouregreg (Rabat, Morocco)",Chemosphere,2021/09/12
21432347,Endocrine disrupting chemicals in Hungarian canned foods,Environ Health Prev Med,2011/03/25
18788231,Potential toxicity of synthetic chemicals: what you should know about endocrine-disrupting chemicals,Am Fam Physician,2008/09/16
35642859,Identification of combinations of endocrine disrupting chemicals in household chemical products that require mixture toxicity testing,Ecotoxicol Environ Saf,2022/06/01
33081493,"Migration of endocrine-disrupting chemicals into food from plastic packaging materials: an overview of chemical risk assessment, techniques to monitor migration, and international regulations",Crit Rev Food Sci Nutr,2020/10/21
22179223,Occupational exposure to endocrine-disrupting chemicals and the risk of uveal melanoma,Scand J Work Environ Health,2011/12/20
21038429,Endocrine potency of wastewater: contents of endocrine disrupting chemicals and effects measured by in vivo and in vitro assays,Environ Toxicol Chem,2010/11/02
11187743,[Development of ELISAs for endocrine disrupting chemicals],Nihon Rinsho,2001/02/24
20580056,Detecting endocrine disrupting compounds in water using sulfur-oxidizing bacteria,Chemosphere,2010/06/29
22929052,Endocrine disrupting chemicals and the growth of environmental health in Israel,Isr J Health Policy Res,2012/08/30
24820036,Direct action of endocrine disrupting chemicals on human sperm,EMBO Rep,2014/05/14
32598900,Clinical epidemiology studies on potential effects of endocrine disrupting chemicals (EDCs) should exclude subjects with obesity as determined by BMI,Regul Toxicol Pharmacol,2020/06/30
18368560,Risk communication of endocrine-disrupting chemicals: improving knowledge translation and transfer,J Toxicol Environ Health B Crit Rev,2008/03/28
31849837,Editorial: Organotins as a Complete Physiologic and Endocrine Disruptor: Role of Disease Development,Front Endocrinol (Lausanne),2019/12/19
24231319,Adsorption of selected endocrine disrupting compounds and pharmaceuticals on activated biochars,J Hazard Mater,2013/11/16
27241264,Possible relationship between endocrine disrupting chemicals and hormone dependent gynecologic cancers,Med Hypotheses,2016/06/01
30336316,In vitro estrogenic activity of representative endocrine disrupting chemicals mixtures at environmentally relevant concentrations,Chemosphere,2018/10/19
36029820,A new identity of microcystins: Environmental endocrine disruptors? An evidence-based review,Sci Total Environ,2022/08/27
36189856,Three-dimensional flower-like SnS(2) materials for dispersive solid-phase extraction of endocrine-disrupting phenols,J Sep Sci,2022/10/03
27858277,First characterization of the endocrine-disrupting potential of indoor gaseous and particulate contamination: comparison with urban outdoor air (France),Environ Sci Pollut Res Int,2016/11/19
27449825,Polypyrrole-coated alginate/magnetite nanoparticles composite sorbent for the extraction of endocrine-disrupting compounds,J Sep Sci,2016/07/25
31923752,Eco-friendly alginate encapsulated magnetic graphene oxide beads for solid phase microextraction of endocrine disrupting compounds from water samples,Ecotoxicol Environ Saf,2020/01/11
